,dia_no,turn_no,context,response,dia
2212,405,0,,"user: Hello, I'm looking for a place to stay for 3 people for 5 nights starting from Tuesday. The hotel should include free parking and free wifi. I prefer a guesthouse in the moderate price range. Can you help me find a suitable place to stay?","user: Hello, I'm looking for a place to stay for 3 people for 5 nights starting from Tuesday. The hotel should include free parking and free wifi. I prefer a guesthouse in the moderate price range. Can you help me find a suitable place to stay?"
2213,405,1,"user: I am looking for a hotel that gives me free parking and free wifi.
system: We have many with those features. Do you have any other preferences to narrow it down, such as price range or location?",user: I would prefer a guesthouse in the moderate price range with free parking and free wifi.,"user: I am looking for a hotel that gives me free parking and free wifi.
system: We have many with those features. Do you have any other preferences to narrow it down, such as price range or location?
user: I would prefer a guesthouse in the moderate price range with free parking and free wifi."
2214,405,2,"user: I am looking for a hotel that gives me free parking and free wifi.
system: We have many with those features. Do you have any other preferences to narrow it down, such as price range or location?
user: Oh, I would like a guesthouse that is moderately priced please.
system: There are many, can I get the area you are looking for to narrow it down a bit?","user: I would like to book a guesthouse for 3 people starting from Tuesday for 5 nights. If the booking fails, can you suggest a different hotel in the same price range? And please provide the reference number.","user: I am looking for a hotel that gives me free parking and free wifi.
system: We have many with those features. Do you have any other preferences to narrow it down, such as price range or location?
user: Oh, I would like a guesthouse that is moderately priced please.
system: There are many, can I get the area you are looking for to narrow it down a bit?
user: I would like to book a guesthouse for 3 people starting from Tuesday for 5 nights. If the booking fails, can you suggest a different hotel in the same price range? And please provide the reference number."
2215,405,3,"user: I am looking for a hotel that gives me free parking and free wifi.
system: We have many with those features. Do you have any other preferences to narrow it down, such as price range or location?
user: Oh, I would like a guesthouse that is moderately priced please.
system: There are many, can I get the area you are looking for to narrow it down a bit?
user: I don't care about the area. As long as I can have it booked for 3 people starting on Tuesday for 5 nights.
system: I have the Arbury Lodge in the North that meets your needs. Would you like me to book a room there?","user: Yes, please book a room at the Arbury Lodge for 3 people starting on Tuesday for 5 nights. And if the booking fails, please suggest another guesthouse in the same price range.","user: I am looking for a hotel that gives me free parking and free wifi.
system: We have many with those features. Do you have any other preferences to narrow it down, such as price range or location?
user: Oh, I would like a guesthouse that is moderately priced please.
system: There are many, can I get the area you are looking for to narrow it down a bit?
user: I don't care about the area. As long as I can have it booked for 3 people starting on Tuesday for 5 nights.
system: I have the Arbury Lodge in the North that meets your needs. Would you like me to book a room there?
user: Yes, please book a room at the Arbury Lodge for 3 people starting on Tuesday for 5 nights. And if the booking fails, please suggest another guesthouse in the same price range."
2216,405,4,"user: I am looking for a hotel that gives me free parking and free wifi.
system: We have many with those features. Do you have any other preferences to narrow it down, such as price range or location?
user: Oh, I would like a guesthouse that is moderately priced please.
system: There are many, can I get the area you are looking for to narrow it down a bit?
user: I don't care about the area. As long as I can have it booked for 3 people starting on Tuesday for 5 nights.
system: I have the Arbury Lodge in the North that meets your needs. Would you like me to book a room there?
user: Yes, please book Arbury Lodge for me.
system: The booking was successful, reference number is POHIT2CO.",user: I have successfully booked a room at Arbury Lodge for 3 people for 5 nights starting from Tuesday. The reference number is POHIT2CO.,"user: I am looking for a hotel that gives me free parking and free wifi.
system: We have many with those features. Do you have any other preferences to narrow it down, such as price range or location?
user: Oh, I would like a guesthouse that is moderately priced please.
system: There are many, can I get the area you are looking for to narrow it down a bit?
user: I don't care about the area. As long as I can have it booked for 3 people starting on Tuesday for 5 nights.
system: I have the Arbury Lodge in the North that meets your needs. Would you like me to book a room there?
user: Yes, please book Arbury Lodge for me.
system: The booking was successful, reference number is POHIT2CO.
user: I have successfully booked a room at Arbury Lodge for 3 people for 5 nights starting from Tuesday. The reference number is POHIT2CO."
2217,406,0,,"user: I am looking for a hotel in the north with free parking and a 2-star rating. It should be able to accommodate 5 people for 2 nights starting from Thursday. If the booking fails, I am also open to booking for just 1 night. Can you help me find a suitable option and provide the reference number once booked?","user: I am looking for a hotel in the north with free parking and a 2-star rating. It should be able to accommodate 5 people for 2 nights starting from Thursday. If the booking fails, I am also open to booking for just 1 night. Can you help me find a suitable option and provide the reference number once booked?"
2218,406,1,"user: I need a hotel in the north that also has free parking.
system: There are 2 hotels in the north part of town with parking. Would you like to book one of them?","user: Yes, I would like to book a hotel for 5 people and 2 nights starting from Thursday. It should have a 2-star rating and free parking.","user: I need a hotel in the north that also has free parking.
system: There are 2 hotels in the north part of town with parking. Would you like to book one of them?
user: Yes, I would like to book a hotel for 5 people and 2 nights starting from Thursday. It should have a 2-star rating and free parking."
2219,406,2,"user: I need a hotel in the north that also has free parking.
system: There are 2 hotels in the north part of town with parking. Would you like to book one of them?
user: Do either of those have a 2-star rating? 
system: Yes, they both have a 2-star rating.","user: Great! I would like to book a 2-star hotel in the north with free parking for 5 people and 2 nights starting from Thursday. If that's not available, I'm willing to book for 1 night as well. Please provide the reference number once the booking is confirmed.","user: I need a hotel in the north that also has free parking.
system: There are 2 hotels in the north part of town with parking. Would you like to book one of them?
user: Do either of those have a 2-star rating? 
system: Yes, they both have a 2-star rating.
user: Great! I would like to book a 2-star hotel in the north with free parking for 5 people and 2 nights starting from Thursday. If that's not available, I'm willing to book for 1 night as well. Please provide the reference number once the booking is confirmed."
2220,406,3,"user: I need a hotel in the north that also has free parking.
system: There are 2 hotels in the north part of town with parking. Would you like to book one of them?
user: Do either of those have a 2-star rating? 
system: Yes, they both have a 2-star rating.
user: Can you see if either of them are available for 2 nights for 5 people starting on Thursday, I have no preference for which one.
system: Both of those hotels are completely booked up when trying to fit that criteria. Perhaps we can try different specifications?",user: How about if we try booking for just 1 night instead of 2 nights starting from Thursday for 5 people in a 2-star hotel with free parking in the north?,"user: I need a hotel in the north that also has free parking.
system: There are 2 hotels in the north part of town with parking. Would you like to book one of them?
user: Do either of those have a 2-star rating? 
system: Yes, they both have a 2-star rating.
user: Can you see if either of them are available for 2 nights for 5 people starting on Thursday, I have no preference for which one.
system: Both of those hotels are completely booked up when trying to fit that criteria. Perhaps we can try different specifications?
user: How about if we try booking for just 1 night instead of 2 nights starting from Thursday for 5 people in a 2-star hotel with free parking in the north?"
2221,406,4,"user: I need a hotel in the north that also has free parking.
system: There are 2 hotels in the north part of town with parking. Would you like to book one of them?
user: Do either of those have a 2-star rating? 
system: Yes, they both have a 2-star rating.
user: Can you see if either of them are available for 2 nights for 5 people starting on Thursday, I have no preference for which one.
system: Both of those hotels are completely booked up when trying to fit that criteria. Perhaps we can try different specifications?
user: Well, I'll have to see if I can shorten my stay then. Can you try for just 1 night? 
system: Yes, I've booked you for 1 night at the Ashley Hotel.",user: Can you provide me with the reference number for the booking at the Ashley Hotel for 1 night?,"user: I need a hotel in the north that also has free parking.
system: There are 2 hotels in the north part of town with parking. Would you like to book one of them?
user: Do either of those have a 2-star rating? 
system: Yes, they both have a 2-star rating.
user: Can you see if either of them are available for 2 nights for 5 people starting on Thursday, I have no preference for which one.
system: Both of those hotels are completely booked up when trying to fit that criteria. Perhaps we can try different specifications?
user: Well, I'll have to see if I can shorten my stay then. Can you try for just 1 night? 
system: Yes, I've booked you for 1 night at the Ashley Hotel.
user: Can you provide me with the reference number for the booking at the Ashley Hotel for 1 night?"
2222,406,5,"user: I need a hotel in the north that also has free parking.
system: There are 2 hotels in the north part of town with parking. Would you like to book one of them?
user: Do either of those have a 2-star rating? 
system: Yes, they both have a 2-star rating.
user: Can you see if either of them are available for 2 nights for 5 people starting on Thursday, I have no preference for which one.
system: Both of those hotels are completely booked up when trying to fit that criteria. Perhaps we can try different specifications?
user: Well, I'll have to see if I can shorten my stay then. Can you try for just 1 night? 
system: Yes, I've booked you for 1 night at the Ashley Hotel.
user: Great. Can I have the reference number please?
system: Of course. The reference number is TPTBTVJ9.",user: Thank you for the reference number.,"user: I need a hotel in the north that also has free parking.
system: There are 2 hotels in the north part of town with parking. Would you like to book one of them?
user: Do either of those have a 2-star rating? 
system: Yes, they both have a 2-star rating.
user: Can you see if either of them are available for 2 nights for 5 people starting on Thursday, I have no preference for which one.
system: Both of those hotels are completely booked up when trying to fit that criteria. Perhaps we can try different specifications?
user: Well, I'll have to see if I can shorten my stay then. Can you try for just 1 night? 
system: Yes, I've booked you for 1 night at the Ashley Hotel.
user: Great. Can I have the reference number please?
system: Of course. The reference number is TPTBTVJ9.
user: Thank you for the reference number."
2223,407,0,,user: I am looking for a guesthouse in the expensive price range in the north that can accommodate 6 people for 2 nights starting from Friday. Can you help me find one?,user: I am looking for a guesthouse in the expensive price range in the north that can accommodate 6 people for 2 nights starting from Friday. Can you help me find one?
2224,407,1,"user: I'm looking for a guesthouse. But I won't have a car with me, so I don't need any rigamarole with ""free"" parking.
system: Sure! There is a three-star guesthouse without free parking at 63 Milton Road. Would you like me to book the hotel for you?","user: Yes, please book the guesthouse at 63 Milton Road for 6 people for 2 nights starting from Friday in the expensive price range. If not available, I'm open to a guesthouse in the moderate price range as well.","user: I'm looking for a guesthouse. But I won't have a car with me, so I don't need any rigamarole with ""free"" parking.
system: Sure! There is a three-star guesthouse without free parking at 63 Milton Road. Would you like me to book the hotel for you?
user: Yes, please book the guesthouse at 63 Milton Road for 6 people for 2 nights starting from Friday in the expensive price range. If not available, I'm open to a guesthouse in the moderate price range as well."
2225,407,2,"user: I'm looking for a guesthouse. But I won't have a car with me, so I don't need any rigamarole with ""free"" parking.
system: Sure! There is a three-star guesthouse without free parking at 63 Milton Road. Would you like me to book the hotel for you?
user: what area of town? what's the price?
system: Alpha-milton guest house has a moderate price range in the north, as is Avalon guesthouse. a and b is in the east, also moderate.",user: I'd like to book the Avalon guesthouse in the north for 6 people for 2 nights starting from Friday. Can you please provide me with the reference number for the booking?,"user: I'm looking for a guesthouse. But I won't have a car with me, so I don't need any rigamarole with ""free"" parking.
system: Sure! There is a three-star guesthouse without free parking at 63 Milton Road. Would you like me to book the hotel for you?
user: what area of town? what's the price?
system: Alpha-milton guest house has a moderate price range in the north, as is Avalon guesthouse. a and b is in the east, also moderate.
user: I'd like to book the Avalon guesthouse in the north for 6 people for 2 nights starting from Friday. Can you please provide me with the reference number for the booking?"
2226,407,3,"user: I'm looking for a guesthouse. But I won't have a car with me, so I don't need any rigamarole with ""free"" parking.
system: Sure! There is a three-star guesthouse without free parking at 63 Milton Road. Would you like me to book the hotel for you?
user: what area of town? what's the price?
system: Alpha-milton guest house has a moderate price range in the north, as is Avalon guesthouse. a and b is in the east, also moderate.
user: Are there any hotels in the expensive price range in the north?
system: name	type	area	pricerange	stars	internet	parking	phone	postcode	address	book (optional) alpha-milton guest house	guesthouse	north	moderate	3	no	no	01223311625	cb41xa	63 milton road avalon	guesthouse	north	moderate	4	yes	no	01223353071	cb43pd	62 gilbert road	 are the available options","user: Please search for an expensive guesthouse in the north for 6 people for 2 nights starting from Friday. If there are no options, then the moderate price range is also fine.","user: I'm looking for a guesthouse. But I won't have a car with me, so I don't need any rigamarole with ""free"" parking.
system: Sure! There is a three-star guesthouse without free parking at 63 Milton Road. Would you like me to book the hotel for you?
user: what area of town? what's the price?
system: Alpha-milton guest house has a moderate price range in the north, as is Avalon guesthouse. a and b is in the east, also moderate.
user: Are there any hotels in the expensive price range in the north?
system: name	type	area	pricerange	stars	internet	parking	phone	postcode	address	book (optional) alpha-milton guest house	guesthouse	north	moderate	3	no	no	01223311625	cb41xa	63 milton road avalon	guesthouse	north	moderate	4	yes	no	01223353071	cb43pd	62 gilbert road	 are the available options
user: Please search for an expensive guesthouse in the north for 6 people for 2 nights starting from Friday. If there are no options, then the moderate price range is also fine."
2227,407,4,"user: I'm looking for a guesthouse. But I won't have a car with me, so I don't need any rigamarole with ""free"" parking.
system: Sure! There is a three-star guesthouse without free parking at 63 Milton Road. Would you like me to book the hotel for you?
user: what area of town? what's the price?
system: Alpha-milton guest house has a moderate price range in the north, as is Avalon guesthouse. a and b is in the east, also moderate.
user: Are there any hotels in the expensive price range in the north?
system: name	type	area	pricerange	stars	internet	parking	phone	postcode	address	book (optional) alpha-milton guest house	guesthouse	north	moderate	3	no	no	01223311625	cb41xa	63 milton road avalon	guesthouse	north	moderate	4	yes	no	01223353071	cb43pd	62 gilbert road	 are the available options
user: surprise me! i need a booking for 6 people 2 nights starting on friday.
system: You are booked into the Avalon which is moderately priced. There were no guesthouses in the expensive range.  Your reference number is WSPNWZI0.","user: Great, I'll go ahead with the booking for 6 people and 2 nights starting from Friday at the Avalon guesthouse. Thank you for your help. Can you provide me with the check-in details and the reference number again?","user: I'm looking for a guesthouse. But I won't have a car with me, so I don't need any rigamarole with ""free"" parking.
system: Sure! There is a three-star guesthouse without free parking at 63 Milton Road. Would you like me to book the hotel for you?
user: what area of town? what's the price?
system: Alpha-milton guest house has a moderate price range in the north, as is Avalon guesthouse. a and b is in the east, also moderate.
user: Are there any hotels in the expensive price range in the north?
system: name	type	area	pricerange	stars	internet	parking	phone	postcode	address	book (optional) alpha-milton guest house	guesthouse	north	moderate	3	no	no	01223311625	cb41xa	63 milton road avalon	guesthouse	north	moderate	4	yes	no	01223353071	cb43pd	62 gilbert road	 are the available options
user: surprise me! i need a booking for 6 people 2 nights starting on friday.
system: You are booked into the Avalon which is moderately priced. There were no guesthouses in the expensive range.  Your reference number is WSPNWZI0.
user: Great, I'll go ahead with the booking for 6 people and 2 nights starting from Friday at the Avalon guesthouse. Thank you for your help. Can you provide me with the check-in details and the reference number again?"
2228,407,5,"user: I'm looking for a guesthouse. But I won't have a car with me, so I don't need any rigamarole with ""free"" parking.
system: Sure! There is a three-star guesthouse without free parking at 63 Milton Road. Would you like me to book the hotel for you?
user: what area of town? what's the price?
system: Alpha-milton guest house has a moderate price range in the north, as is Avalon guesthouse. a and b is in the east, also moderate.
user: Are there any hotels in the expensive price range in the north?
system: name	type	area	pricerange	stars	internet	parking	phone	postcode	address	book (optional) alpha-milton guest house	guesthouse	north	moderate	3	no	no	01223311625	cb41xa	63 milton road avalon	guesthouse	north	moderate	4	yes	no	01223353071	cb43pd	62 gilbert road	 are the available options
user: surprise me! i need a booking for 6 people 2 nights starting on friday.
system: You are booked into the Avalon which is moderately priced. There were no guesthouses in the expensive range.  Your reference number is WSPNWZI0.
user: Great, thank you for help. That is all I need today.
system: Thank you for using our services. Have a great stay!",user: Thank you for your help. That is all I need today.,"user: I'm looking for a guesthouse. But I won't have a car with me, so I don't need any rigamarole with ""free"" parking.
system: Sure! There is a three-star guesthouse without free parking at 63 Milton Road. Would you like me to book the hotel for you?
user: what area of town? what's the price?
system: Alpha-milton guest house has a moderate price range in the north, as is Avalon guesthouse. a and b is in the east, also moderate.
user: Are there any hotels in the expensive price range in the north?
system: name	type	area	pricerange	stars	internet	parking	phone	postcode	address	book (optional) alpha-milton guest house	guesthouse	north	moderate	3	no	no	01223311625	cb41xa	63 milton road avalon	guesthouse	north	moderate	4	yes	no	01223353071	cb43pd	62 gilbert road	 are the available options
user: surprise me! i need a booking for 6 people 2 nights starting on friday.
system: You are booked into the Avalon which is moderately priced. There were no guesthouses in the expensive range.  Your reference number is WSPNWZI0.
user: Great, thank you for help. That is all I need today.
system: Thank you for using our services. Have a great stay!
user: Thank you for your help. That is all I need today."
2229,408,0,,"user: Hi, I'm looking for a hotel in the north that offers free parking. Can you recommend one in the moderate price range?","user: Hi, I'm looking for a hotel in the north that offers free parking. Can you recommend one in the moderate price range?"
2230,408,1,"user: Can you help me find a hotel in the north that includes free parking?
system: There are two matching results for your needs. The Ashley Hotel and Lovell Lodge. ",user: Can you please provide me with the postcode for Ashley Hotel and let me know if they offer internet access and the star rating of the hotel?,"user: Can you help me find a hotel in the north that includes free parking?
system: There are two matching results for your needs. The Ashley Hotel and Lovell Lodge. 
user: Can you please provide me with the postcode for Ashley Hotel and let me know if they offer internet access and the star rating of the hotel?"
2231,408,2,"user: Can you help me find a hotel in the north that includes free parking?
system: There are two matching results for your needs. The Ashley Hotel and Lovell Lodge. 
user: Are either in the moderate price range?
system: Yes they are. ","user: Do you have the postcodes for both hotels? Also, do they offer internet access and what is the star rating for each of them?","user: Can you help me find a hotel in the north that includes free parking?
system: There are two matching results for your needs. The Ashley Hotel and Lovell Lodge. 
user: Are either in the moderate price range?
system: Yes they are. 
user: Do you have the postcodes for both hotels? Also, do they offer internet access and what is the star rating for each of them?"
2232,408,3,"user: Can you help me find a hotel in the north that includes free parking?
system: There are two matching results for your needs. The Ashley Hotel and Lovell Lodge. 
user: Are either in the moderate price range?
system: Yes they are. 
user: Can you give me the postcode and star rating for Lovell Lodge and tell me if they have wifi?
system: lovell lodge is in postcode area cb41sr, and is a 2 star location with free wifi.",user: Can you provide me with the postcode for The Ashley Hotel and confirm if they have free parking as well as wifi?,"user: Can you help me find a hotel in the north that includes free parking?
system: There are two matching results for your needs. The Ashley Hotel and Lovell Lodge. 
user: Are either in the moderate price range?
system: Yes they are. 
user: Can you give me the postcode and star rating for Lovell Lodge and tell me if they have wifi?
system: lovell lodge is in postcode area cb41sr, and is a 2 star location with free wifi.
user: Can you provide me with the postcode for The Ashley Hotel and confirm if they have free parking as well as wifi?"
2233,408,4,"user: Can you help me find a hotel in the north that includes free parking?
system: There are two matching results for your needs. The Ashley Hotel and Lovell Lodge. 
user: Are either in the moderate price range?
system: Yes they are. 
user: Can you give me the postcode and star rating for Lovell Lodge and tell me if they have wifi?
system: lovell lodge is in postcode area cb41sr, and is a 2 star location with free wifi.
user: Thank you so much! I appreciate your help today.
system: Is there anything else  I can help you with?","user: Yes, can you please provide me with the postcode for the Ashley Hotel and confirm if they have internet access?","user: Can you help me find a hotel in the north that includes free parking?
system: There are two matching results for your needs. The Ashley Hotel and Lovell Lodge. 
user: Are either in the moderate price range?
system: Yes they are. 
user: Can you give me the postcode and star rating for Lovell Lodge and tell me if they have wifi?
system: lovell lodge is in postcode area cb41sr, and is a 2 star location with free wifi.
user: Thank you so much! I appreciate your help today.
system: Is there anything else  I can help you with?
user: Yes, can you please provide me with the postcode for the Ashley Hotel and confirm if they have internet access?"
2234,408,5,"user: Can you help me find a hotel in the north that includes free parking?
system: There are two matching results for your needs. The Ashley Hotel and Lovell Lodge. 
user: Are either in the moderate price range?
system: Yes they are. 
user: Can you give me the postcode and star rating for Lovell Lodge and tell me if they have wifi?
system: lovell lodge is in postcode area cb41sr, and is a 2 star location with free wifi.
user: Thank you so much! I appreciate your help today.
system: Is there anything else  I can help you with?
user: Thats all thank you !
system: You're very welcome. If you need information or reservations, we'd be happy to assist.","user: Do you have any recommendations for a hotel in the north with free parking, in the moderate price range, and with internet access?","user: Can you help me find a hotel in the north that includes free parking?
system: There are two matching results for your needs. The Ashley Hotel and Lovell Lodge. 
user: Are either in the moderate price range?
system: Yes they are. 
user: Can you give me the postcode and star rating for Lovell Lodge and tell me if they have wifi?
system: lovell lodge is in postcode area cb41sr, and is a 2 star location with free wifi.
user: Thank you so much! I appreciate your help today.
system: Is there anything else  I can help you with?
user: Thats all thank you !
system: You're very welcome. If you need information or reservations, we'd be happy to assist.
user: Do you have any recommendations for a hotel in the north with free parking, in the moderate price range, and with internet access?"
2235,409,0,,"user: Hello, I'm looking for a hotel to stay in for a few nights. It should have free parking and doesn't necessarily need internet. Could you help me find a suitable hotel for 3 people for 4 nights starting from Sunday?","user: Hello, I'm looking for a hotel to stay in for a few nights. It should have free parking and doesn't necessarily need internet. Could you help me find a suitable hotel for 3 people for 4 nights starting from Sunday?"
2236,409,1,"user: I am looking for a hotel near the mall. The hotel should has free indoor parking, even it doesn't include internet.
system: Ok. There are several hotels with parking available. What specific area of town are you wanting?","user: I'd like the hotel to be located in the city centre near the mall. And it must have free parking, even if it doesn't include internet.","user: I am looking for a hotel near the mall. The hotel should has free indoor parking, even it doesn't include internet.
system: Ok. There are several hotels with parking available. What specific area of town are you wanting?
user: I'd like the hotel to be located in the city centre near the mall. And it must have free parking, even if it doesn't include internet."
2237,409,2,"user: I am looking for a hotel near the mall. The hotel should has free indoor parking, even it doesn't include internet.
system: Ok. There are several hotels with parking available. What specific area of town are you wanting?
user: I want to be in the area with the mall. Which hotel is the closest to the mall?
system: That would be in the centre of town. I have two options for you. Gonville Hotel and University Arms Hotel. Would you like more info on one of those? ",user: I would like more information on Gonville Hotel.,"user: I am looking for a hotel near the mall. The hotel should has free indoor parking, even it doesn't include internet.
system: Ok. There are several hotels with parking available. What specific area of town are you wanting?
user: I want to be in the area with the mall. Which hotel is the closest to the mall?
system: That would be in the centre of town. I have two options for you. Gonville Hotel and University Arms Hotel. Would you like more info on one of those? 
user: I would like more information on Gonville Hotel."
2238,409,3,"user: I am looking for a hotel near the mall. The hotel should has free indoor parking, even it doesn't include internet.
system: Ok. There are several hotels with parking available. What specific area of town are you wanting?
user: I want to be in the area with the mall. Which hotel is the closest to the mall?
system: That would be in the centre of town. I have two options for you. Gonville Hotel and University Arms Hotel. Would you like more info on one of those? 
user: Do either of those hotels have free wifi?
system: Both the Gonville and the University Arms have free wifi and free parking. Would you like to make a reservation at one of those?","user: Yes, I would like to make a reservation at University Arms Hotel for 3 people and 4 nights starting from Sunday. Can you provide me with the reference number for the booking?","user: I am looking for a hotel near the mall. The hotel should has free indoor parking, even it doesn't include internet.
system: Ok. There are several hotels with parking available. What specific area of town are you wanting?
user: I want to be in the area with the mall. Which hotel is the closest to the mall?
system: That would be in the centre of town. I have two options for you. Gonville Hotel and University Arms Hotel. Would you like more info on one of those? 
user: Do either of those hotels have free wifi?
system: Both the Gonville and the University Arms have free wifi and free parking. Would you like to make a reservation at one of those?
user: Yes, I would like to make a reservation at University Arms Hotel for 3 people and 4 nights starting from Sunday. Can you provide me with the reference number for the booking?"
2239,409,4,"user: I am looking for a hotel near the mall. The hotel should has free indoor parking, even it doesn't include internet.
system: Ok. There are several hotels with parking available. What specific area of town are you wanting?
user: I want to be in the area with the mall. Which hotel is the closest to the mall?
system: That would be in the centre of town. I have two options for you. Gonville Hotel and University Arms Hotel. Would you like more info on one of those? 
user: Do either of those hotels have free wifi?
system: Both the Gonville and the University Arms have free wifi and free parking. Would you like to make a reservation at one of those?
user: I will try booking at the Gonville for 3 people and 4 nights starting from Sunday.
system: Sure, you're all set. Your reference number is H8OMGIP5. May I help with anything else?","user: No, thank you.","user: I am looking for a hotel near the mall. The hotel should has free indoor parking, even it doesn't include internet.
system: Ok. There are several hotels with parking available. What specific area of town are you wanting?
user: I want to be in the area with the mall. Which hotel is the closest to the mall?
system: That would be in the centre of town. I have two options for you. Gonville Hotel and University Arms Hotel. Would you like more info on one of those? 
user: Do either of those hotels have free wifi?
system: Both the Gonville and the University Arms have free wifi and free parking. Would you like to make a reservation at one of those?
user: I will try booking at the Gonville for 3 people and 4 nights starting from Sunday.
system: Sure, you're all set. Your reference number is H8OMGIP5. May I help with anything else?
user: No, thank you."
2240,410,0,,"user: Hi, I'm looking for a hotel called Warkworth House. I want to book it for 4 people and 5 nights starting from Wednesday. If the booking fails, can you suggest a different hotel in the same price range? I also want to get the reference number.","user: Hi, I'm looking for a hotel called Warkworth House. I want to book it for 4 people and 5 nights starting from Wednesday. If the booking fails, can you suggest a different hotel in the same price range? I also want to get the reference number."
2241,410,1,"user: I am looking for a hotel called Warkworth House.
system: I have found the Warkworth House located in the East. It is 4 stars and is in the moderate price range. May I book it for you?","user: Yes, please book Warkworth House for 4 people and 5 nights starting from Wednesday. If the booking fails, please suggest a different hotel in the same price range. And can you provide me with the reference number for the booking?","user: I am looking for a hotel called Warkworth House.
system: I have found the Warkworth House located in the East. It is 4 stars and is in the moderate price range. May I book it for you?
user: Yes, please book Warkworth House for 4 people and 5 nights starting from Wednesday. If the booking fails, please suggest a different hotel in the same price range. And can you provide me with the reference number for the booking?"
2242,410,2,"user: I am looking for a hotel called Warkworth House.
system: I have found the Warkworth House located in the East. It is 4 stars and is in the moderate price range. May I book it for you?
user: Yes, please. I need a reservation for 5 nights starting Wednesday. There will be 4 people.
system: I am sorry but  Warkworth House is fully booked. May I look for another hotel for you in the east area?","user: Yes, please go ahead and find another hotel in the same price range in the east area for 4 people, 5 nights starting from Wednesday.","user: I am looking for a hotel called Warkworth House.
system: I have found the Warkworth House located in the East. It is 4 stars and is in the moderate price range. May I book it for you?
user: Yes, please. I need a reservation for 5 nights starting Wednesday. There will be 4 people.
system: I am sorry but  Warkworth House is fully booked. May I look for another hotel for you in the east area?
user: Yes, please go ahead and find another hotel in the same price range in the east area for 4 people, 5 nights starting from Wednesday."
2243,410,3,"user: I am looking for a hotel called Warkworth House.
system: I have found the Warkworth House located in the East. It is 4 stars and is in the moderate price range. May I book it for you?
user: Yes, please. I need a reservation for 5 nights starting Wednesday. There will be 4 people.
system: I am sorry but  Warkworth House is fully booked. May I look for another hotel for you in the east area?
user: Can you find me another hotel in the same price range as the Warkworth House?
system: I show two hotels in the moderate price range.  Would you like more details on them?","user: Yes, please provide more details about the two hotels in the moderate price range that you have found.","user: I am looking for a hotel called Warkworth House.
system: I have found the Warkworth House located in the East. It is 4 stars and is in the moderate price range. May I book it for you?
user: Yes, please. I need a reservation for 5 nights starting Wednesday. There will be 4 people.
system: I am sorry but  Warkworth House is fully booked. May I look for another hotel for you in the east area?
user: Can you find me another hotel in the same price range as the Warkworth House?
system: I show two hotels in the moderate price range.  Would you like more details on them?
user: Yes, please provide more details about the two hotels in the moderate price range that you have found."
2244,410,4,"user: I am looking for a hotel called Warkworth House.
system: I have found the Warkworth House located in the East. It is 4 stars and is in the moderate price range. May I book it for you?
user: Yes, please. I need a reservation for 5 nights starting Wednesday. There will be 4 people.
system: I am sorry but  Warkworth House is fully booked. May I look for another hotel for you in the east area?
user: Can you find me another hotel in the same price range as the Warkworth House?
system: I show two hotels in the moderate price range.  Would you like more details on them?
user: Yes thank you and the reference number
system: They are both guesthouses in the east, four star. Would you prefer the one with our without parking?",user: Let's go with the guesthouse without parking. And please provide me with the reference number.,"user: I am looking for a hotel called Warkworth House.
system: I have found the Warkworth House located in the East. It is 4 stars and is in the moderate price range. May I book it for you?
user: Yes, please. I need a reservation for 5 nights starting Wednesday. There will be 4 people.
system: I am sorry but  Warkworth House is fully booked. May I look for another hotel for you in the east area?
user: Can you find me another hotel in the same price range as the Warkworth House?
system: I show two hotels in the moderate price range.  Would you like more details on them?
user: Yes thank you and the reference number
system: They are both guesthouses in the east, four star. Would you prefer the one with our without parking?
user: Let's go with the guesthouse without parking. And please provide me with the reference number."
2245,410,5,"user: I am looking for a hotel called Warkworth House.
system: I have found the Warkworth House located in the East. It is 4 stars and is in the moderate price range. May I book it for you?
user: Yes, please. I need a reservation for 5 nights starting Wednesday. There will be 4 people.
system: I am sorry but  Warkworth House is fully booked. May I look for another hotel for you in the east area?
user: Can you find me another hotel in the same price range as the Warkworth House?
system: I show two hotels in the moderate price range.  Would you like more details on them?
user: Yes thank you and the reference number
system: They are both guesthouses in the east, four star. Would you prefer the one with our without parking?
user: Either is fine.  I just need the reservation for Wednesday.
system: Great! You're booked at A and B Guest House with reference number ZE1OBRFT. May I help with anything else?",user: Can you confirm the exact location of A and B Guest House?,"user: I am looking for a hotel called Warkworth House.
system: I have found the Warkworth House located in the East. It is 4 stars and is in the moderate price range. May I book it for you?
user: Yes, please. I need a reservation for 5 nights starting Wednesday. There will be 4 people.
system: I am sorry but  Warkworth House is fully booked. May I look for another hotel for you in the east area?
user: Can you find me another hotel in the same price range as the Warkworth House?
system: I show two hotels in the moderate price range.  Would you like more details on them?
user: Yes thank you and the reference number
system: They are both guesthouses in the east, four star. Would you prefer the one with our without parking?
user: Either is fine.  I just need the reservation for Wednesday.
system: Great! You're booked at A and B Guest House with reference number ZE1OBRFT. May I help with anything else?
user: Can you confirm the exact location of A and B Guest House?"
